"ENSEMBL","SYMBOL","log2FoldChange","padj","Direction","Is_DEG","Is_ChIPseq","Is_ncRNA_target","Is_GWAS_gene","Evidence_Count"
"ENSG00000109805","NCAPG",2.06296270230453,1.25541865981734e-06,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000213809","KLRC4-KLRK1",-2.0596287669413,4.86076746670129e-05,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000118985","ELL2",2.05836207948288,2.17492384870134e-12,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000259772","LINC03034",2.05804879490666,2.01765679057504e-09,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000172889","EGFL7",2.04735838870883,0.007707968087433,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000128578","STRIP2",2.04610456300387,0.00233536741683764,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000165895","ARHGAP42",2.04588844418001,2.95127734362488e-05,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000156535","CD109",2.04369697781694,0.000188612890609597,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000004468","CD38",2.04105627149863,2.20338148782093e-06,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000088836","SLC4A11",2.02624105471709,0.00890827417082399,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000249310","APOBEC3B-AS1",2.02278247152757,0.00258277676876036,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000142494","SLC47A1",-2.02162351858576,0.00378383036599874,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000142583","SLC2A5",2.01765579011971,3.99137418273603e-05,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000126262","FFAR2",2.00917239682086,0.000179227968928643,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000166341","DCHS1",-2.00369048228082,2.37927734758436e-07,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000090530","P3H2",-1.98463827461312,0.00516008384733248,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000140534","TICRR",1.98292643781981,0.00638851210414434,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000197093","GAL3ST4",-1.98215576593536,0.000246359666740079,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000101447","FAM83D",1.97108255371488,3.77415816052472e-05,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000101003","GINS1",1.95092666668464,0.000146228191694292,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000186047","DLEU1-AS1",-1.94400242508852,0.000760773640775394,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000153162","BMP6",1.94259238210785,1.39900065812864e-12,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000078900","TP73",1.92975565563217,0.00504777713093793,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000221890","NPTXR",-1.9229368469587,0.000108629626830583,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000121152","NCAPH",1.91312891985934,2.45356230069044e-05,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000007968","E2F2",1.91098998303716,2.61568592186917e-10,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000175707","KDF1",-1.90654899604155,8.16894492092004e-05,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000269086","LINC02965",-1.89900045772819,0.00256990547465562,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000109321","AREG",1.87865503706497,0.000103380352794347,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000254709","IGLL5",1.87172784009514,1.72580658604528e-06,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000164087","POC1A",1.84811353802549,3.20765488089794e-09,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000105173","CCNE1",1.84580456935572,4.04767740878067e-06,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000204103","MAFB",1.835146903423,1.53342278700393e-06,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000087237","CETP",1.83388793547725,0.00238231010134288,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000125319","HROB",1.83025554596092,0.00128411395529844,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000127564","PKMYT1",1.82510606541084,3.11208323154102e-06,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000099377","HSD3B7",1.81956898631675,0.00988503735731463,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000110079","MS4A4A",1.81333063353461,0.00371121946228109,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000081041","CXCL2",1.79456993427078,0.000760773640775394,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000196141","SPATS2L",1.78285955592561,0.00103168871823078,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000203760","CENPW",1.78201677097413,5.00373616322238e-07,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000143546","S100A8",1.77770697886353,0.000433700272996701,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000214401","KANSL1-AS1",-1.76860603085984,0.000480711246420558,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000125148","MT2A",1.76107448806468,1.34367915496657e-06,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000165409","TSHR",1.75481424219585,0.00682649630521959,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000156510","HKDC1",-1.7430856273578,0.000615448013804494,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000182809","CRIP2",-1.74202645292397,8.8202285892882e-05,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
