"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ENSG00000211945",317.666480768385,3.988109578596,0.489466730676201,8.1478665017465,3.70400925859206e-16,3.06722833355244e-13,"ENSG00000211945"
"ENSG00000211941",152.81177570773,3.15101979376243,0.549403932359319,5.73534262893046,9.73154143140499e-09,9.77255273431323e-07,"ENSG00000211941"
"ENSG00000156411",637.971336656391,0.48624096997531,0.131547912929811,3.69630318828966,0.00021876170268274,0.00402935132448264,"ENSG00000156411"
"ENSG00000258451",73.356425089857,1.38415143133799,0.402277718472117,3.440785725332,0.000580027670885467,0.00839582660683014,"ENSG00000258451"
"ENSG00000129538",243.711621717841,5.18522277157718,0.798345374407294,6.49496187715346,8.30544399247255e-11,1.48704859375135e-08,"ENSG00000129538"
"ENSG00000258800",31.2337039826001,-0.991210698360554,0.280611436893737,-3.53232465979606,0.00041192329484664,0.00644611304077332,"ENSG00000258800"
"ENSG00000092010",3486.419782173,0.336684327359336,0.0934206649045088,3.60395987015809,0.000313405466804911,0.0052341346615805,"ENSG00000092010"
"ENSG00000100911",2212.47399375081,0.568380012365179,0.142975957891737,3.9753537639913,7.02747152320334e-05,0.00165117130321077,"ENSG00000100911"
"ENSG00000129559",694.616223081478,0.373491673862598,0.084478029157488,4.4211693571392,9.81681923892773e-06,0.000331340469542479,"ENSG00000129559"
"ENSG00000165409",10.9386128091215,1.75481424219585,0.499580643479535,3.51257452645427,0.00044378752271026,0.00682649630521959,"ENSG00000165409"
"ENSG00000211959",578.948117180032,3.6590173756176,0.798952675759898,4.57976734621665,4.65493434563027e-06,0.000180335604649232,"ENSG00000211959"
"ENSG00000211962",245.403291507589,3.30378222643689,0.712651049319111,4.6359045280203,3.55379976795526e-06,0.000146228191694292,"ENSG00000211962"
"ENSG00000211965",94.6097700811182,2.88114059629723,0.432041804123184,6.66866161746645,2.58146672670426e-11,5.28907935324953e-09,"ENSG00000211965"
"ENSG00000211966",202.663313907389,2.62211994513493,0.503609497969414,5.20665308281016,1.92277079515246e-07,1.30866941037191e-05,"ENSG00000211966"
"ENSG00000211967",56.4357117732411,2.11222474680577,0.52213357547755,4.04537238363556,5.2240017618394e-05,0.0013175356727766,"ENSG00000211967"
"ENSG00000254395",9.30556706226779,3.59291650037122,1.01376598593416,3.54412808303134,0.000393913829724619,0.00624791975414771,"ENSG00000254395"
"ENSG00000224373",244.740092056188,3.73595874051855,0.481884826436374,7.75280427098451,8.98851086933543e-15,4.46594162542931e-12,"ENSG00000224373"
"ENSG00000260711",23.3271339426023,-1.47687542212088,0.391271593173429,-3.77455314387278,0.000160294735093722,0.00316041425124268,"ENSG00000260711"
"ENSG00000168175",1340.41886043347,0.405159177047701,0.117423833474075,3.45039984695402,0.000559756818857023,0.00818842121866653,"ENSG00000168175"
"ENSG00000126787",52.5623398941756,3.87227109246516,0.567663485964891,6.8214200634787,9.01449252118255e-12,2.15848222127689e-09,"ENSG00000126787"
"ENSG00000092036",120.86687342219,0.907216067781582,0.247059931544333,3.67204856777348,0.000240613939245215,0.00435515612801403,"ENSG00000092036"
"ENSG00000126822",635.874433517961,-0.619623632239861,0.155506678161419,-3.98454677037523,6.76090406915636e-05,0.00160150426067239,"ENSG00000126822"
"ENSG00000211791",28.8791163991016,-1.64620218349876,0.453382310876163,-3.63093606435034,0.000282395141256089,0.0048930436245192,"ENSG00000211791"
"ENSG00000211795",40.4609824749581,-1.27521101336665,0.330516846609796,-3.85823302638533,0.000114209731262012,0.00241973251397228,"ENSG00000211795"
"ENSG00000211896",19506.507095061,5.07493910533381,0.772861571209004,6.56642702184685,5.15368870547104e-11,9.84850089735879e-09,"ENSG00000211896"
"ENSG00000211897",5452.02759745114,4.66244606902801,0.90035595264722,5.17844754101921,2.23739968874371e-07,1.4627000465162e-05,"ENSG00000211897"
"ENSG00000211899",16716.8616459723,1.60296757386535,0.364174313405879,4.40164919616068,1.07431155708348e-05,0.000355255705249202,"ENSG00000211899"
"ENSG00000237111",15.9128857640483,1.69696034884853,0.452075962566463,3.75370621170562,0.000174239066193051,0.00338557017835291,"ENSG00000237111"
"ENSG00000211933",103.487614916589,2.63485059198305,0.494925078633317,5.32373626985908,1.01657263268438e-07,7.51054442452392e-06,"ENSG00000211933"
"ENSG00000211934",504.649069996358,4.02005227597305,0.425133481304166,9.45597665853294,3.20020308664063e-21,1.27201672287792e-17,"ENSG00000211934"
"ENSG00000211937",172.83051480403,3.23202215681842,0.762280331744066,4.23993906470562,2.23580471290873e-05,0.000654409173259912,"ENSG00000211937"
"ENSG00000211938",348.027698468763,2.58914059897451,0.443604897659976,5.83659155395323,5.3279491383778e-09,5.87506684470045e-07,"ENSG00000211938"
"ENSG00000211970",50.2877358861858,2.33408899754586,0.475115911678549,4.91267276084208,8.98431584159019e-07,4.71119506690669e-05,"ENSG00000211970"
"ENSG00000211972",15.821684101772,2.40823635829854,0.66234951266473,3.63589964550567,0.000277012165773215,0.00483773267361764,"ENSG00000211972"
"ENSG00000211974",74.1125821220077,4.93681461643161,1.41700870181164,3.48396915990701,0.000494036411259124,0.00747117008670135,"ENSG00000211974"
"ENSG00000282600",18.3724935986485,2.96631756443352,0.713961488735591,4.15473048789621,3.25671184264176e-05,0.000896452786158758,"ENSG00000282600"
"ENSG00000281990",301.807354461718,6.39296948374513,1.14447790448988,5.58592652480661,2.32457508484654e-08,2.09993660164728e-06,"ENSG00000281990"
"ENSG00000280411",249.007010132112,4.02549008395232,0.502771171199373,8.00660482252676,1.17918641392679e-15,8.36969671085034e-13,"ENSG00000280411"
